ID,NOM,PAYS,REGION,APPELLATION,PRODUCTEUR,ANNEE
488,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,1976
489,Charles Smith,United States,Washington State,Royal City Syrah,Charles Smith,2016
490,Domaine des Héritiers Louis Jadot,France,Burgundy,Corton-Pougets Grand Cru Rouge,Domaine des Héritiers Louis Jadot,2018
491,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2015
492,Domaine du Comte Liger-Belair,France,Burgundy,Vosne-Romanée Clos du Chateau Monopole,Domaine du Comte Liger-Belair,2006
493,Quintodecimo,Italy,Southern Italy,Vigna Grande Cerzito Taurasi Riserva,Quintodecimo,2015
494,Domaine Yves Gangloff,France,Northern Rhône,La Sereine Noire Côte-Rôtie,Domaine Yves Gangloff,2015
495,Domaine de La Romanée-Conti,France,Burgundy,Grands-Échezeaux Grand Cru,Domaine de La Romanée-Conti,1991
496,Roagna,Italy,Italian,Montefico Barbaresco Vecchie Viti,Roagna,2011
497,Quintarelli Giuseppe,Italy,Italian,Amarone della Valpolicella Classico,Quintarelli Giuseppe,2015
498,Domaine G. Roumier,France,Burgundy,Bonnes-Mares Grand Cru,Domaine G. Roumier,2009
499,Biondi-Santi,Italy,Italian,Brunello di Montalcino Riserva,Biondi-Santi,2015
500,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2015
501,Diamond Creek,United States,Napa Valley,Volcanic Hill Cabernet Sauvignon,Diamond Creek,2018
502,Henri Jayer,France,Burgundy,Vosne-Romanée Cros Parantoux,Henri Jayer,2001
503,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,1959
504,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2001
505,Domaine du Comte Liger-Belair,France,Burgundy,La Romanee Grand Cru Monopole,Domaine du Comte Liger-Belair,2006
506,Domaine Taupenot-Merme,France,Burgundy,Charmes Chambertin Grand Cru,Domaine Taupenot-Merme,2012
507,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,1996
508,Antinori,Italy,Tuscan,Tenuta Guado al Tasso Matarocchio,Antinori,2017
509,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,1989
510,Bodega Contador (Benjamín Romeo),Spain,Spanish,Contador Rioja,Bodega Contador (Benjamín Romeo),2003
511,Pian dell'Orino,Italy,Italian,Bassolino di Sopra Brunello di Montalcino,Pian dell'Orino,2012
512,Dominus,United States,Napa Valley,Dominus (Christian Moueix),Dominus,2019
514,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2017
515,Domaine Arnoux-Lachaux,France,Burgundy,Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux,2007
516,Domaine Anne Gros,France,Burgundy,Richebourg Grand Cru,Domaine Anne Gros,2009
517,Gaja,Italy,Italian,Sorì San Lorenzo,Gaja,1985
518,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1986
519,Domaine Daniel Rion & Fils,France,Burgundy,Échezeaux Grand Cru,Domaine Daniel Rion & Fils,2017
520,Beringer,United States,Napa Valley,Single Vineyard Steinhauer Ranch Cabernet Sauvignon,Beringer,2015
521,Domaine René Engel,France,Burgundy,Vosne-Romanée Premier Cru Les Brulées,Domaine René Engel,2002
522,Domaine Yves Gangloff,France,Northern Rhône,La Sereine Noire Côte-Rôtie,Domaine Yves Gangloff,2017
523,Domaine G. Roumier,France,Burgundy,Bonnes-Mares Grand Cru,Domaine G. Roumier,2014
524,Domaine du Comte Liger-Belair,France,Burgundy,La Romanee Grand Cru Monopole,Domaine du Comte Liger-Belair,2011
526,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2008
527,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2017
528,Álvaro Palacios,Spain,Spanish,Quiñon de Valmira,Álvaro Palacios,2018
529,Domaine Durieu,France,Southern Rhône,L'Eperdu Châteauneuf-du-Pape,Domaine Durieu,2015
530,Sine Qua Non,United States,Californian,Distenta I Grenache,Sine Qua Non,2019
531,Poggio di Sotto,Italy,Italian,Brunello di Montalcino Riserva,Poggio di Sotto,2016
532,Domaine Cecile Tremblay,France,Burgundy,Chambolle-Musigny Les Cabottes,Domaine Cecile Tremblay,2012
533,Grace Family Vineyards,United States,Napa Valley,Cabernet Sauvignon,Grace Family Vineyards,2007
534,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2016
535,Domaine des Perdrix,France,Burgundy,Echezeaux Grand Cru,Domaine des Perdrix,2018
536,Domaine Jacques Prieur,France,Burgundy,Musigny Grand Cru,Domaine Jacques Prieur,2009
537,Gaja,Italy,Italian,Sorì Tildìn (Barbaresco) Langhe,Gaja,1983
538,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2019
539,Giacomo Conterno,Italy,Italian,Barolo Arione,Giacomo Conterno,2017
540,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2017
541,Domaine Anne Gros,France,Burgundy,Richebourg Grand Cru,Domaine Anne Gros,2010
542,Domaine Lafage,France,Languedoc-Roussillon,Les Onze Terrasses,Domaine Lafage,2015
543,Domaine Armand Rousseau,France,Burgundy,Clos de La Roche Grand Cru,Domaine Armand Rousseau,2017
544,Corte Aleardi,Italy,Italian,Bure Alto Amarone  della Valpolicella Classico Riserva,Corte Aleardi,2010
545,Henri Bonneau,France,Southern Rhône,Châteauneuf-du-Pape Cuvée Marie Beurrier,Henri Bonneau,2010
546,Domaine Armand Rousseau,France,Burgundy,Ruchottes-Chambertin Grand Cru Clos des Ruchottes,Domaine Armand Rousseau,2000
547,Remoissenet Père & Fils,France,Burgundy,Richebourg Grand Cru,Remoissenet Père & Fils,1985
548,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,2020
549,Domaine Arnoux-Lachaux,France,Burgundy,Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux,2009
550,Domaine Prieuré Roch,France,Burgundy,Le Clos Goillotte,Domaine Prieuré Roch,2006
551,Méo-Camuzet,France,Burgundy,Vosne-Romanée 1er Cru 'Aux Brulées',Méo-Camuzet,2011
552,Louis Jadot,France,Burgundy,Grands-Échézeaux Grand Cru,Louis Jadot,2015
553,Henri Bonneau,France,Southern Rhône,Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2015
554,Enclos,France,Bordeaux Right Bank,Tourmaline Pomerol,Enclos,2018
555,Château Tertre Roteboeuf,France,Bordeaux Right Bank,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,2018
556,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,1979
557,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru Les Cazetiers,Domaine Armand Rousseau,2017
558,Thibault Liger-Belair,France,Burgundy,Charmes-Chambertin Grand Cru,Thibault Liger-Belair,2013
559,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1946
560,Henri Bonneau,France,Southern Rhône,Châteauneuf-du-Pape Cuvée Marie Beurrier,Henri Bonneau,2014
561,Domaine Trapet,France,Burgundy,Chambertin Grand Cru,Domaine Trapet,2016
562,Schrader,United States,Napa Valley,Cabernet Sauvignon LPV Beckstoffer Las Piedras Vineyard,Schrader,2018
563,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,1973
564,Domaine Taupenot-Merme,France,Burgundy,Charmes Chambertin Grand Cru,Domaine Taupenot-Merme,2005
565,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2018
566,Penfolds,Australia,Australian,Bin 111A Clare Valley Barossa Valley Shiraz,Penfolds,2016
567,Hubert Lignier,France,Burgundy,Charmes-Chambertin Grand Cru,Hubert Lignier,2016
568,Parusso,Italy,Italian,Barolo Bussia Riserva,Parusso,2011
569,Tenuta di Trinoro,Italy,Tuscan,Toscana Rosso,Tenuta di Trinoro,2019
570,Domaine Jamet,France,Northern Rhône,Côte-Rôtie Côte Brune,Domaine Jamet,1999
571,Château la Négly,France,Languedoc-Roussillon,La Porte du Ciel Languedoc La Clape,Château la Négly,2019
572,Château La Violette,France,Bordeaux Right Bank,Pomerol,Château La Violette,2012
573,Ardhuy,France,Burgundy,Clos de Vougeot Grand Cru,Ardhuy,2011
574,Clos Rougeard,France,Middle Loire,Le Bourg Saumur Champigny,Clos Rougeard,2015
575,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2018
576,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2018
577,Terlan (Terlano),Italy,Northern Italy,Terlaner I Primo,Terlan (Terlano),2018
578,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1981
579,Domaine Armand Rousseau,France,Burgundy,Chambertin Grand Cru,Domaine Armand Rousseau,2019
580,Le Pin,France,Bordeaux Right Bank,Pomerol,Le Pin,2017
581,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,2019
582,Domaine Leroy,France,Burgundy,Romanée-Saint-Vivant Grand Cru,Domaine Leroy,2001
583,Legado,Portugal,Portuguese,Douro Tinto,Legado,2017
585,Le Pin,France,Bordeaux Right Bank,Pomerol,Le Pin,2015
586,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2015
587,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,1968
588,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1970
589,Domaine de La Romanée-Conti,France,Burgundy,La Tâche Grand Cru,Domaine de La Romanée-Conti,1961
590,Domaine de La Romanée-Conti,France,Burgundy,Grands-Échezeaux Grand Cru,Domaine de La Romanée-Conti,1981
591,Salicutti,Italy,Italian,Teatro Brunello di Montalcino,Salicutti,2016
592,Domaine de La Romanée-Conti,France,Burgundy,Échezeaux Grand Cru,Domaine de La Romanée-Conti,1982
593,Domaine de La Romanée-Conti,France,Burgundy,Grands-Échezeaux Grand Cru,Domaine de La Romanée-Conti,2019
594,Henri Jayer,France,Burgundy,Échézeaux Grand Cru,Henri Jayer,1990
595,Dana,United States,Napa Valley,Lotus Vineyard Cabernet Sauvignon,Dana,2018
596,Abreu,United States,Napa Valley,Thorevilos Cabernet Sauvignon,Abreu,2014
597,Domaine de La Romanée-Conti,France,Burgundy,Échezeaux Grand Cru,Domaine de La Romanée-Conti,1970
598,Henri Jayer,France,Burgundy,Échézeaux Grand Cru,Henri Jayer,1986
599,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti,1970
600,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2018
601,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,1963
602,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti,2019
603,Viña Cobos,Argentina,Argentinian,Cobos Marchiori Estate Malbec,Viña Cobos,2019
604,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,1951
605,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,1983
606,Quintarelli Giuseppe,Italy,Italian,Amarone della Valpolicella Classico Riserva,Quintarelli Giuseppe,2011
607,Pétrus,France,Bordeaux Right Bank,Pomerol,Pétrus,1958
608,Le Pin,France,Bordeaux Right Bank,Pomerol,Le Pin,2016
609,Domaine de La Romanée-Conti,France,Burgundy,La Tâche Grand Cru,Domaine de La Romanée-Conti,2019
610,Maison Leroy,France,Burgundy,Charmes-Chambertin Grand Cru,Maison Leroy,1998
611,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1975
612,Domaine du Comte Liger-Belair,France,Burgundy,La Romanee Grand Cru Monopole,Domaine du Comte Liger-Belair,2005
613,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,2019
614,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2019
615,Antinori,Italy,Tuscan,Tignanello,Antinori,2016
616,Antinori,Italy,Tuscan,Tignanello,Antinori,2015
617,Antinori,Italy,Tuscan,Tignanello,Antinori,2017
618,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2013
619,Vega Sicilia,Spain,Spanish,Valbuena 5º,Vega Sicilia,2011
620,Opus One,United States,Napa Valley,Opus One,Opus One,2012
621,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2015
622,Opus One,United States,Napa Valley,Opus One,Opus One,2010
623,Opus One,United States,Napa Valley,Opus One,Opus One,2014
624,Vega Sicilia,Spain,Spanish,Valbuena 5º,Vega Sicilia,2008
625,El Enemigo,Argentina,Tupungato,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc,El Enemigo,2014
626,Vega Sicilia,Spain,Spanish,Valbuena 5º,Vega Sicilia,2007
627,Vega Sicilia,Spain,Spanish,Valbuena 5º,Vega Sicilia,2013
628,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2017
629,Almaviva,Chile,Chilean,Almaviva,Almaviva,2012
630,Aalto,Spain,Spanish,PS (Pagos Seleccionados) Ribera del Duero,Aalto,2017
631,Almaviva,Chile,Chilean,Almaviva,Almaviva,2013
632,Alión,Spain,Spanish,Ribera del Duero,Alión,2017
633,Caymus,United States,Napa Valley,Special Selection Cabernet Sauvignon,Caymus,2011
634,Almaviva,Chile,Chilean,Almaviva,Almaviva,2014
635,El Enemigo,Argentina,Tupungato,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc,El Enemigo,2017
636,Marqués de Murrieta,Spain,Spanish,Castillo Ygay Gran Reserva Especial Tinto,Marqués de Murrieta,2010
637,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1995
638,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2005
639,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1990
640,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1989
641,Antinori,Italy,Tuscan,Tignanello,Antinori,2019
642,Château Pontet-Canet,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Pontet-Canet,2010
643,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2018
644,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2015
645,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1996
646,Aalto,Spain,Spanish,PS (Pagos Seleccionados) Ribera del Duero,Aalto,2019
647,Clos Apalta,Chile,Chilean,Clos Apalta,Clos Apalta,2009
648,Cos d'Estournel,France,Bordeaux Left Bank,Cos d'Estournel,Cos d'Estournel,2005
649,Château Pichon Baron,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Pichon Baron,2005
650,Catena Zapata,Argentina,Argentinian,Nicolás Catena Zapata,Catena Zapata,2016
651,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2004
652,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1998
653,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2003
654,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2006
655,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2016
656,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1985
657,El Enemigo,Argentina,Argentinian,Gran Enemigo Single Vineyard El Cepillo Cabernet Franc,El Enemigo,2016
658,Casanova di Neri,Italy,Italian,Tenuta Nuova Brunello di Montalcino,Casanova di Neri,2010
659,El Enemigo,Argentina,Argentinian,Gran Enemigo,El Enemigo,2016
660,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2002
661,Clos Apalta,Chile,Chilean,Clos Apalta,Clos Apalta,2011
663,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2007
664,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2004
665,Dominio de Pingus,Spain,Spanish,Flor de Pingus,Dominio de Pingus,2018
666,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1995
667,Opus One,United States,Napa Valley,Opus One,Opus One,2008
668,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,1998
669,Antinori,Italy,Tuscan,Tenuta Tignanello 'Solaia',Antinori,2013
670,Antinori,Italy,Tuscan,Tenuta Tignanello 'Solaia',Antinori,2008
671,Almaviva,Chile,Chilean,Almaviva,Almaviva,2017
672,Alión,Spain,Spanish,Ribera del Duero,Alión,2018
673,Quintessa,United States,Napa Valley,Rutherford,Quintessa,2015
674,Dominio de Pingus,Spain,Spanish,Flor de Pingus,Dominio de Pingus,2009
675,Antinori,Italy,Tuscan,Tenuta Tignanello 'Solaia',Antinori,2010
676,Château Léoville Barton,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Léoville Barton,2010
677,Antinori,Italy,Italian,Tenuta Guado al Tasso Bolgheri Superiore,Antinori,2017
678,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,1997
679,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1998
680,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1996
681,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2018
682,Château Léoville Poyferré,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Léoville Poyferré,2009
683,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2017
684,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2006
685,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,2004
686,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2004
687,Château Smith Haut-Lafitte,France,Bordeaux Left Bank,Pessac-Léognan (Grand Cru Classé de Graves),Château Smith Haut-Lafitte,2009
688,Fontodi,Italy,Tuscan,Flaccianello della Pieve,Fontodi,2016
689,Château Lynch-Bages,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Lynch-Bages,1990
690,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1994
691,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,2002
692,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,2002
693,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2006
694,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2011
695,Château Lynch-Bages,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Lynch-Bages,1989
696,Chateau Palmer,France,Bordeaux Left Bank,Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer,2000
697,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1998
698,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2008
699,Château Angelus,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,2006
700,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2003
701,Antinori,Italy,Italian,Tenuta Guado al Tasso Bolgheri Superiore,Antinori,2018
702,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,1999
703,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2007
704,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1994
705,Château Pape Clément,France,Bordeaux Left Bank,Pessac-Léognan (Grand Cru Classé de Graves),Château Pape Clément,2010
706,Dominus,United States,Napa Valley,Dominus (Christian Moueix),Dominus,2016
707,Château Ducru-Beaucaillou,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Ducru-Beaucaillou,1982
708,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,1988
709,Château Pichon Baron,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Pichon Baron,1990
710,Cos d'Estournel,France,Bordeaux Left Bank,Cos d'Estournel,Cos d'Estournel,2009
711,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,1997
712,Château Léoville Las Cases,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Léoville Las Cases,1982
713,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1986
714,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,2006
715,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,2007
716,Cos d'Estournel,France,Bordeaux Left Bank,Cos d'Estournel,Cos d'Estournel,1982
717,Chateau Palmer,France,Bordeaux Left Bank,Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer,1989
718,Almaviva,Chile,Chilean,Almaviva,Almaviva,2018
719,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1988
720,Tenuta San Guido,Italy,Italian,Sassicaia,Tenuta San Guido,2019
721,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,2008
722,Château Léoville Las Cases,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Léoville Las Cases,1990
723,Château Léoville Las Cases,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Léoville Las Cases,2005
724,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,2004
725,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1988
726,Château Angelus,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,2004
727,Chateau Palmer,France,Bordeaux Left Bank,Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer,2009
728,Silver Oak,United States,Napa Valley,Napa Valley Cabernet Sauvignon,Silver Oak,2017
729,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,1994
730,Château Pavie,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie,2000
731,Château Angelus,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,1995
732,Dominus,United States,Napa Valley,Dominus (Christian Moueix),Dominus,2014
733,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1997
734,Antinori,Italy,Tuscan,Tenuta Tignanello 'Solaia',Antinori,2014
735,Château Pontet-Canet,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Pontet-Canet,2016
736,Penfolds,Australia,Australian,Grange,Penfolds,2012
737,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,2011
738,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,2007
739,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1994
740,Cartuxa,Portugal,Portuguese,Pêra-Manca Tinto,Cartuxa,2015
741,Château Angelus,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,2010
742,Far Niente,United States,Napa Valley,Cabernet Sauvignon,Far Niente,2018
743,La Grange des Pères,France,Languedoc-Roussillon,Vin de Pays de l'Hérault,La Grange des Pères,2011
744,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,1996
745,Château Mouton Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,2014
746,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1988
747,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,2006
748,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,2006
749,Château Montrose,France,Bordeaux Left Bank,Saint-Estèphe (Grand Cru Classé),Château Montrose,1989
750,Château Pavie,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie,2003
751,Dominus,United States,Napa Valley,Dominus (Christian Moueix),Dominus,2015
752,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,1993
753,Clos Apalta,Chile,Chilean,Clos Apalta,Clos Apalta,2017
754,Château Lynch-Bages,France,Bordeaux Left Bank,Pauillac (Grand Cru Classé),Château Lynch-Bages,1982
755,Quintessa,United States,Napa Valley,Rutherford,Quintessa,2018
756,Château Margaux,France,Bordeaux Left Bank,Château Margaux (Premier Grand Cru Classé),Château Margaux,2012
757,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,2007
758,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,2003
759,Gaja,Italy,Italian,Barbaresco,Gaja,2009
760,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1993
761,Paul Hobbs,United States,Napa Valley,Cabernet Sauvignon,Paul Hobbs,2016
762,Biondi-Santi,Italy,Italian,Brunello di Montalcino,Biondi-Santi,2015
763,Ornellaia,Italy,Italian,Bolgheri Superiore,Ornellaia,2002
