ID,NOM,PAYS,REGION,APPELLATION,PRODUCTEUR,ANNEE
6506,Duck Pond Willamette Valley Chardonnay 2019,Willamette Valley, Oregon,Chardonnay,,2019
6507,Conti Costanti Brunello di Montalcino 2017,Montalcino, Tuscany, Italy,Sangiovese,,2017
6508,Bedrock Wine Company Evangelho Heritage Red 2019,San Francisco Bay, Central Coast, California,Other Red Blends,,2019
6509,Macanita Tinto 2019,Douro, Portugal,Other Red Blends,,2019
6510,Big Max Red Blend 2017,California,Other Red Blends,,2017
6511,Hendry HRW Cabernet Sauvignon 2018,Napa Valley, California,Cabernet Sauvignon,,2018
6512,Michel Magnien Gevrey-Chambertin Seuvrees 2020,Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6513,Chateau de Fontenille 2019,Bordeaux, France,Bordeaux Red Blends,,2019
6514,Corison Cabernet Sauvignon (375ML half-bottle) 2019,Napa Valley, California,Cabernet Sauvignon,,2019
6515,Trig Point Russian River Valley Chardonnay 2019,Russian River, Sonoma County, California,Chardonnay,,2019
6516,Ca Maiol Chiaretto del Garda 2021,Lombardy, Italy,RosÃ©,,2021
6517,Domaine Remi Jobard Monthelie Vignes Rondes Premier Cru 2019,Monthelie, Cote de Beaune, Cote d'Or, Burgundy, France,Pinot Noir,,2019
6518,Heinz Eifel Mosel Riesling Kabinett 2021,Mosel, Germany,Riesling,,2021
6519,Torre de Ona by La Rioja Alta Finca San Martin Crianza 2018,Rioja, Spain,Tempranillo,,2018
6520,Replica Label Envy Pinot Noir 2019,Russian River, Sonoma County, California,Pinot Noir,,2019
6521,Voliero Brunello di Montalcino 2017,Montalcino, Tuscany, Italy,Sangiovese,,2017
6522,Movia Ribolla 2020,Slovenia,Other White Blends,,2020
6523,Cave de Lugny Macon Lugny Les Charmes Chardonnay 2020,Macon Villages, Maconnais, Burgundy, France,Chardonnay,,2020
6524,Borsao Tres Picos Garnacha 2019,Campo de Borja, Spain,Grenache,,2019
6525,Bollini Sauvignon Blanc 2021,Trentino-Alto Adige, Italy,Sauvignon Blanc,,2021
6526,Donna Laura Ali 2020,Tuscany, Italy,Tuscan Blends,,2020
6527,Bollini Pinot Grigio Rosato 2021,Trentino-Alto Adige, Italy,RosÃ©,,2021
6528,Seghesio Sonoma Zinfandel (375ML half-bottle) 2020,Sonoma County, California,Zinfandel,,2020
6529,Coppo Barbera d'Asti Camp du Rouss 2019,Asti, Piedmont, Italy,Barbera,,2019
6530,Gaia Notios Red 2021,Nemea, Greece,Other Red Blends,,2021
6531,Frescobaldi Tenuta Perano Chianti Classico 2017,Chianti Classico, Chianti, Tuscany, Italy,Sangiovese,,2017
6532,Garofoli Verdicchio dei Castelli di Jesi Serra del Conte Classico 2021,Marche, Italy,Verdicchio,,2021
6533,Portia Roble 2017,Ribera del Duero, Spain,Tempranillo,,2017
6534,Mad Fish Cabernet Sauvignon-Merlot 2018,Western Australia, Australia,Bordeaux Red Blends,,2018
6535,Vina Robles The Arborist 2020,Paso Robles, Central Coast, California,Other Red Blends,,2020
6536,Domaine de la Pousse d'Or Pommard Les Jarollieres Premier Cru 2018,Pommard, Cote de Beaune, Cote d'Or, Burgundy, France,Pinot Noir,,2018
6537,Bodegas Mauro 2019,Spain,Tempranillo,,2019
6538,Ca Maiol Lugana Trebbiano di Lugana 2020,Veneto, Italy,Trebbiano,,2020
6539,Zuccardi Serie A Cabernet Sauvignon 2021,Uco Valley, Mendoza, Argentina,Cabernet Sauvignon,,2021
6540,Philippe Livera Gevrey-Chambertin Clos Village 2019,Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2019
6541,Cune Rosado 2021,Rioja, Spain,RosÃ©,,2021
6542,Metz Road Pinot Noir 2019,Monterey, Central Coast, California,Pinot Noir,,2019
6543,Cooper Mountain Pinot Noir 2019,Willamette Valley, Oregon,Pinot Noir,,2019
6544,Mas Donis Old Vines 2019,Montsant, Spain,Rhone Red Blends,,2019
6545,Louis Jadot Marsannay Clos du Roy Rouge 2020,Marsannay, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6546,Philippe Colin Chassagne-Montrachet Les Chenevottes Premier Cru 2020,Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2020
6547,Jam Jar Sweet Red Blend 2021,South Africa,Other Red Blends,,2021
6548,M.A. Monticelli Langhe Nebbiolo 2019,Langhe, Piedmont, Italy,Nebbiolo,,2019
6549,Santa Ema Select Terroir Sauvignon Blanc 2020,Chile,Sauvignon Blanc,,2020
6550,Woodward Canyon Old Vines Cabernet Sauvignon 2015,Columbia Valley, Washington,Cabernet Sauvignon,,2015
6551,Felsina Chianti Classico Riserva Rancia 2019,Chianti Classico, Chianti, Tuscany, Italy,Sangiovese,,2019
6552,Cannonball Sauvignon Blanc 2020,California,Sauvignon Blanc,,2020
6553,Elk Cove Mount Richmond Pinot Noir 2021,Yamhill-Carlton District, Willamette Valley, Oregon,Pinot Noir,,2021
6554,Alexander Valley Vineyards Dry Rose of Sangiovese 2021,Sonoma County, California,RosÃ©,,2021
6555,Viu Manent Secreto Pinot Noir 2020,Leyda Valley, San Antonio Valley (Chile), Chile,Pinot Noir,,2020
6556,Marques de Caceres Deusa Nai Albarino 2021,Rias Baixas, Spain,Albarino,,2021
6557,Campo Viejo Red Blend 2020,Rioja, Spain,Other Red Blends,,2020
6558,Spy Valley Satellite Sauvignon Blanc 2022,Marlborough, New Zealand,Sauvignon Blanc,,2022
6559,House of the Dragon Pinot Noir 2021,Oregon,Pinot Noir,,2021
6560,Morgan Sauvignon Blanc 2019,Arroyo Seco, Monterey, Central Coast, California,Sauvignon Blanc,,2019
6561,Chateau Coupe Roses Minervois La Bastide 2020,Minervois, Languedoc, South of France, France,Rhone Red Blends,,2020
6562,Argyle Reserve Pinot Noir 2021,Willamette Valley, Oregon,Pinot Noir,,2021
6563,Fowles Wine Farm to Table Cabernet Sauvignon 2019,Victoria, Australia,Cabernet Sauvignon,,2019
6564,Tenuta Trerose Salterio Rosso di Montepulciano 2020,Montepulciano, Tuscany, Italy,Sangiovese,,2020
6565,Talley Arroyo Grande Valley Estate Chardonnay 2018,Arroyo Grande Valley, Central Coast, California,Chardonnay,,2018
6566,Lucien Albrecht Reserve Riesling 2020,Alsace, France,Riesling,,2020
6567,Baron Philippe de Rothschild Escudo Rojo Cabernet Sauvignon Reserva 2021,Colchagua Valley, Rapel Valley, Chile,Cabernet Sauvignon,,2021
6568,Mateus Dry Rose 2021,Portugal,RosÃ©,,2021
6569,Nicosia Nerello Mascalese Lenza di Munti 2021,Sicily, Italy,Nerello Mascalese,,2021
6570,Bodegas Muriel Crianza 2018,Rioja, Spain,Tempranillo,,2018
6571,Bruno Giacosa Barolo Le Rocche del Falletto Riserva 2016,Barolo, Piedmont, Italy,Nebbiolo,,2016
6572,Portlandia Winery Rose 2021,Willamette Valley, Oregon,RosÃ©,,2021
6573,Mi Mi en Provence Grande Reserve Rose 2021,Cotes de Provence, Provence, South of France, France,RosÃ©,,2021
6574,Zorzal Terroir Unico Malbec 2020,Mendoza, Argentina,Malbec,,2020
6575,Tiberio Trebbiano d'Abruzzo 2021,Abruzzo, Italy,Trebbiano,,2021
6576,Chemistry Pinot Gris 2021,Willamette Valley, Oregon,Pinot Gris/Grigio,,2021
6577,Charles Joguet Chinon Clos de la Dioterie 2017,Chinon, Touraine, Loire, France,Cabernet Franc,,2017
6578,Morande Reserva Sauvignon Blanc 2019,Casablanca Valley, Chile,Sauvignon Blanc,,2019
6579,Louis Jadot Pommard (375ML half-bottle) 2020,Pommard, Cote de Beaune, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6580,Domaine Montrose Solis Lumen Rose 2021,Pays dâ€™Oc, South of France, France,RosÃ©,,2021
6581,Avignonesi Desiderio Merlot 2018,Tuscany, Italy,Merlot,,2018
6582,Llenca Plana Montsant 2018,Montsant, Spain,Other Red Blends,,2018
6583,Tortoise Creek Chardonnay 2021,Lodi, California,Chardonnay,,2021
6584,Marco Felluga Collio Varneri Merlot 2018,Collio Goriziano, Friuli-Venezia Giulia, Italy,Merlot,,2018
6585,Jean-Luc Colombo Cornas Les Ruchets 2016,Cornas, Rhone, France,Syrah/Shiraz,,2016
6586,Concha y Toro Gran Reserva Sauvignon Blanc 2021,Colchagua Valley, Rapel Valley, Chile,Sauvignon Blanc,,2021
6587,Bonterra Organically Grown Pinot Noir 2021,Mendocino, California,Pinot Noir,,2021
6588,Vinum Cellars Chenin Blanc 2021,Clarksburg, Yolo County, California,Chenin Blanc,,2021
6589,Familia Torres Altos Ibericos Crianza 2018,Rioja, Spain,Tempranillo,,2018
6590,Gerard Bertrand Cigalus Rouge 2019,Languedoc, South of France, France,Rhone Red Blends,,2019
6591,Badenhorst Secateurs Rose 2021,South Africa,RosÃ©,,2021
6592,Textbook Mise en Place Cabernet Sauvignon 2019,Oakville, Napa Valley, California,Cabernet Sauvignon,,2019
6593,Tenuta Guado al Tasso Il Bruciato 2021,Bolgheri, Tuscany, Italy,Bordeaux Red Blends,,2021
6594,Mirassou Merlot 2019,California,Merlot,,2019
6595,AVA Grace Sauvignon Blanc 2021,California,Sauvignon Blanc,,2021
6596,House of the Dragon Cabernet Sauvignon 2020,California,Cabernet Sauvignon,,2020
6597,Bodegas Castano Hecula 2019,Yecla, Spain,Mourvedre,,2019
6598,Josh Cellars Paso Robles Reserve Cabernet Sauvignon 2020,Paso Robles, Central Coast, California,Cabernet Sauvignon,,2020
6599,Sanford Sta. Rita Hills Chardonnay 2019,Sta. Rita Hills, Santa Barbara, Central Coast, California,Chardonnay,,2019
6600,Capezzana Ghiaie della Furba 2013,Tuscany, Italy,Other Red Blends,,2013
6601,Herencia Altes Garnatxa Negra Rosat 2021,Terra Alta, Spain,RosÃ©,,2021
6602,Ferrari-Carano Fume Blanc 2022,North Coast, California,Sauvignon Blanc,,2022
6603,Bodega DiamAndes Uco Malbec 2018,Uco Valley, Mendoza, Argentina,Malbec,,2018
6604,Francis Ford Coppola Diamond Collection Cabernet Sauvignon 2020,Paso Robles, Central Coast, California,Cabernet Sauvignon,,2020
6605,Markus Huber Vision Organic Gruner Veltliner 2021,Traisental, Austria,Gruner Veltliner,,2021
6606,Grounded Wine Co. Space Age Rose 2021,Central Coast, California,RosÃ©,,2021
6607,Saracina Vineyards Old Soul Red 2019,Mendocino, California,Other Red Blends,,2019
6608,Bodegas Nubori Edicion Limitada 2016,Rioja, Spain,Tempranillo,,2016
6609,Barkan Classic Cabernet Sauvignon (OK Kosher) 2020,Israel,Cabernet Sauvignon,,2020
6610,Sean Minor 4B Sauvignon Blanc 2021,California,Sauvignon Blanc,,2021
6611,Maeli Infinito Rosso 2018,Veneto, Italy,Other Red Blends,,2018
6612,Tahuan Malbec 2018,Mendoza, Argentina,Malbec,,2018
6613,Velenosi Querciantica Verdicchio Castelli di Jesi Classico 2020,Marche, Italy,Verdicchio,,2020
6614,B.R. Cohn Sangiacomo Vineyard Chardonnay 2018,Carneros, California,Chardonnay,,2018
6615,Leese-Fitch Cabernet Sauvignon 2020,California,Cabernet Sauvignon,,2020
6616,Grayson Cellars Pinot Noir 2020,California,Pinot Noir,,2020
6617,Col d'Orcia Spezieri 2020,Tuscany, Italy,Tuscan Blends,,2020
6618,Nieto Senetiner Don Nicanor Malbec 2020,Mendoza, Argentina,Malbec,,2020
6619,Gran Passione Pinot Grigio 2021,Veneto, Italy,Pinot Gris/Grigio,,2021
6620,Sanford Rose of Pinot Noir 2019,Central Coast, California,RosÃ©,,2019
6621,Bedrock Wine Company California Old Vine Zinfandel 2020,California,Zinfandel,,2020
6622,Eugen Muller Forst Riesling Trocken 2020,Pfalz, Germany,Riesling,,2020
6623,Dr. Loosen Bernkasteler Lay Kabinett (375ML half-bottle) 2021,Mosel, Germany,Riesling,,2021
6624,Amici Russian River Pinot Noir 2021,Russian River, Sonoma County, California,Pinot Noir,,2021
6625,Dehesa La Granja 2016,Spain,Tempranillo,,2016
6626,El Seque Alicante Tinto 2019,Alicante, Spain,Mourvedre,,2019
6627,Le Charmel Rhone Blend 2018,Cotes du Luberon, Rhone, France,Rhone Red Blends,,2018
6628,Chanin Sanford and Benedict Vineyard Chardonnay 2020,Sta. Rita Hills, Santa Barbara, Central Coast, California,Chardonnay,,2020
6629,Twenty Bench North Coast Cabernet Sauvignon 2020,North Coast, California,Cabernet Sauvignon,,2020
6630,J Vineyards California Chardonnay 2020,California,Chardonnay,,2020
6631,Foxen Block UU Bien Nacido Chardonnay 2018,Santa Maria Valley, Central Coast, California,Chardonnay,,2018
6632,Chateau des Jacques Moulin-a-Vent Clos de Rochegres 2020,Beaujolais, Burgundy, France,Gamay,,2020
6633,Dona Paula Mendoza Estate Cabernet Sauvignon 2019,Mendoza, Argentina,Cabernet Sauvignon,,2019
6634,Bodegas Fernando Remirez de Ganuza Trasnocho Rioja 2015,Rioja, Spain,Tempranillo,,2015
6635,Gran Passione Rosso 2021,Veneto, Italy,Other Red Blends,,2021
6636,Chateau Belgrave (Futures Pre-Sale) 2020,Medoc, Bordeaux, France,Bordeaux Red Blends,,2020
6637,K Vintners Royal City Syrah 2018,Columbia Valley, Washington,Syrah/Shiraz,,2018
6638,Bindi Sergardi La Boncia Chianti 2021,Chianti, Tuscany, Italy,Sangiovese,,2021
6639,Walter Hansel The Meadows Vineyard Chardonnay 2020,Russian River, Sonoma County, California,Chardonnay,,2020
6640,Aresti Reserva Sauvignon Blanc 2020,Curico Valley, Chile,Sauvignon Blanc,,2020
6641,Hacienda Lopez de Haro Crianza 2018,Rioja, Spain,Tempranillo,,2018
6642,Apothic Merlot 2020,California,Merlot,,2020
6643,Domaine Chapel Fleurie Charbonnieres 2020,Beaujolais, Burgundy, France,Gamay,,2020
6644,Solena Estate Chardonnay 2021,Willamette Valley, Oregon,Chardonnay,,2021
6645,Dr. Loosen Blue Slate Riesling Kabinett 2021,Mosel, Germany,Riesling,,2021
6646,Chateau Cos d'Estournel Pagodes de Cos (Futures Pre-Sale) 2021,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2021
6647,Badenhorst Family Red Blend 2019,South Africa,Other Red Blends,,2019
6648,Louis Jadot Beaune Theurons Premier Cru 2020,Beaune, Cote de Beaune, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6649,Concha y Toro Gran Reserva Serie Riberas Malbec 2020,Colchagua Valley, Rapel Valley, Chile,Malbec,,2020
6650,Fess Parker Sta. Rita Hills Pinot Noir 2020,Sta. Rita Hills, Santa Barbara, Central Coast, California,Pinot Noir,,2020
6651,Carletto Red Blend 2018,Marche, Italy,Tuscan Blends,,2018
6652,Chateau Haut-La Pereyre Blanc 2021,Entre-Deux-Mers, Bordeaux, France,Bordeaux White Blends,,2021
6653,Zeni Valpolicella 2021,Valpolicella, Veneto, Italy,Other Red Blends,,2021
6654,Sebastiani North Coast Butterfield Station Chardonnay 2020,North Coast, California,Chardonnay,,2020
6655,Chateau de l'Escarelle June 21st Rose 2021,South of France, France,RosÃ©,,2021
6656,Baron Herzog Sauvignon Blanc (OU Kosher) 2020,Clarksburg, Yolo County, California,Sauvignon Blanc,,2020
6657,Santa Rita Secret Reserve Red Blend 2020,Chile,Other Red Blends,,2020
6658,Les Alexandrins Viognier 2020,Vin de France, France,Viognier,,2020
6659,Il Palazzone Brunello di Montalcino 2017,Montalcino, Tuscany, Italy,Sangiovese,,2017
6660,Jax Vineyards Y3 Sauvignon Blanc 2021,Napa Valley, California,Sauvignon Blanc,,2021
6661,Charles Smith Wines Kung Fu Girl Riesling 2021,Ancient Lakes, Columbia Valley, Washington,Riesling,,2021
6662,Domaine Fournier Pinot Noir 2019,Vin de France, France,Pinot Noir,,2019
6663,Mezzacorona Domenica Pinot Grigio 2021,Trentino-Alto Adige, Italy,Pinot Gris/Grigio,,2021
6664,Yalumba Sanctum Cabernet Sauvignon 2018,Coonawarra, South Australia, Australia,Cabernet Sauvignon,,2018
6665,Bodegas de la Real Divisa Marques de Legarda Crianza 2018,Rioja, Spain,Tempranillo,,2018
6666,Vinum Cellars The Insider Chardonnay 2020,Sonoma County, California,Chardonnay,,2020
6667,Art of Earth Organic Malbec 2021,Mendoza, Argentina,Malbec,,2021
6668,Jeff Carrel Languedoc Les Darons 2020,Languedoc, South of France, France,Rhone Red Blends,,2020
6669,Flam Classico (OK Kosher) 2020,Israel,Other Red Blends,,2020
6670,Chateau Larose-Trintaudon Les Hauts de Trintaudon 2016,Haut Medoc, Bordeaux, France,Bordeaux Red Blends,,2016
6671,Cycles Gladiator Merlot 2020,Paso Robles, Central Coast, California,Merlot,,2020
6672,ViNO Rosso 2017,Washington,Other Red Blends,,2017
6673,Zuccardi Q Cabernet Franc 2020,Uco Valley, Mendoza, Argentina,Cabernet Franc,,2020
6674,Outerbound Cabernet Sauvignon 2018,Sonoma County, California,Cabernet Sauvignon,,2018
6675,Rickshaw Sauvignon Blanc 2021,California,Sauvignon Blanc,,2021
6676,Caves Roger Goulart Organic Cava Brut Reserva 2019,Cava, Spain,Vintage Sparkling Wine,,2019
6677,Paolo Scavino Barolo Bric del Fiasc 2018,Barolo, Piedmont, Italy,Nebbiolo,,2018
6678,Lagaria Chardonnay 2021,Trentino-Alto Adige, Italy,Chardonnay,,2021
6679,Planeta Rose 2021,Sicily, Italy,RosÃ©,,2021
6680,Feather Cabernet Sauvignon 2017,Columbia Valley, Washington,Cabernet Sauvignon,,2017
6681,Domaine de la Chanteleuserie Bourgueil Cuvee Beauvais 2020,Bourgueil, Touraine, Loire, France,Cabernet Franc,,2020
6682,Truth Be Told Cabernet Sauvignon 2019,Columbia Valley, Washington,Cabernet Sauvignon,,2019
6683,Novelty Hill Sauvignon Blanc 2021,Columbia Valley, Washington,Sauvignon Blanc,,2021
6684,Chloe Red Blend 249 2019,North Coast, California,Other Red Blends,,2019
6685,Tiefenbrunner Chardonnay 2021,Trentino-Alto Adige, Italy,Chardonnay,,2021
6686,Brewer-Clifton Sta. Rita Hills Chardonnay 2021,Sta. Rita Hills, Santa Barbara, Central Coast, California,Chardonnay,,2021
6687,Adegas Arousa Valdemonxes Albarino 2021,Rias Baixas, Spain,Albarino,,2021
6688,Auspicion Chardonnay 2020,California,Chardonnay,,2020
6689,Maximin Grunhaus Abtsberg Riesling Grosses Gewachs 2020,Mosel, Germany,Riesling,,2020
6690,Les Alexandrins Syrah 2020,Vin de France, France,Syrah/Shiraz,,2020
6691,Domaine Charvin Cotes du Rhone Le Poutet 2020,Cotes du Rhone, Rhone, France,Rhone Red Blends,,2020
6692,Cruse Wine Co. Valdiguie Nouveau 2020,Suisun Valley, North Coast, California,Valdiguie,,2020
6693,Lorgeril Chateau de Pennautier Cabardes Rouge 2019,Cabardes, Languedoc, South of France, France,Other Red Blends,,2019
6694,Philippe Colin St-Aubin Les Combes Premier Cru 2020,St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2020
6695,Pierre Gimonnet Special Club Brut 2015,Champagne, France,Vintage Sparkling Wine,,2015
6696,De Wetshof Bon Vallon Chardonnay 2022,Robertson, South Africa,Chardonnay,,2022
6697,Conreria d'Scala Dei Black Slate Escaladei 2019,Priorat, Spain,Other Red Blends,,2019
6698,Jean-Marc Boillot Puligny-Montrachet 2020,Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2020
6699,Albert Bichot Chablis Les Preuses Domaine Long-Depaquit Grand Cru 2020,Chablis, Burgundy, France,Chardonnay,,2020
6700,Dr. Loosen Red Slate Dry Riesling 2021,Mosel, Germany,Riesling,,2021
6701,Albert Bichot Nuits-Saint-Georges Chateau Gris Premier Cru Monopole 2020,Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6702,Portia Triennia 2014,Ribera del Duero, Spain,Tempranillo,,2014
6703,Nautilus Sauvignon Blanc 2022,Marlborough, New Zealand,Sauvignon Blanc,,2022
6704,A to Z Chardonnay 2021,Oregon,Chardonnay,,2021
6705,Domaine Claude Branger Muscadet Sevre-et-Maine Sur Lie Terroir Les Gras Moutons 2020,Pays Nantais, Loire, France,Melon de Bourgogne,,2020
6706,Ridge Geyserville 2020,Alexander Valley, Sonoma County, California,Other Red Blends,,2020
6707,Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon 2020,Colchagua Valley, Rapel Valley, Chile,Cabernet Sauvignon,,2020
6708,Dominio de Atauta Torre de Golban Reserva 2016,Ribera del Duero, Spain,Tempranillo,,2016
6709,Orben Rioja Malpuesto 2018,Rioja, Spain,Tempranillo,,2018
6710,Contino Garnacha 2019,Rioja, Spain,Grenache,,2019
6711,Meiomi Chardonnay (375ML half-bottle) 2018,California,Chardonnay,,2018
6712,Albert Bichot Horizon de Bichot Pinot Noir 2018,France,Pinot Noir,,2018
6713,Le Vigne di Zamo Venezia Giulia Zamo Rosso 2020,Friuli-Venezia Giulia, Italy,Other Red Blends,,2020
6714,Trimbach Pinot Blanc 2019,Alsace, France,Pinot Blanc,,2019
6715,Fantini Cerasuolo d'Abruzzo Rose 2021,Abruzzo, Italy,RosÃ©,,2021
6716,Poggio San Polo Rubio 2020,Tuscany, Italy,Sangiovese,,2020
6717,Shaya Arindo Verdejo 2020,Rueda, Spain,Verdejo,,2020
6718,Celler del Roure Vermell 2019,Valencia, Spain,Other Red Blends,,2019
6719,Fess Parker The Big Easy 2019,Santa Barbara, Central Coast, California,Rhone Red Blends,,2019
6720,Domaine des Lambrays Morey-St-Denis Cuvee Les Loups Premier Cru 2019,Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2019
6721,Aquilini Family Blend 2017,Red Mountain, Yakima Valley, Columbia Valley, Washington,Bordeaux Red Blends,,2017
6722,Domaine Jean Grivot Vosne-Romanee 2020,Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2020
6723,Berger Gruner Veltliner (1 Liter) 2020,Austria,Gruner Veltliner,,2020
6724,Mas Martinet Cami Pesseroles 2019,Priorat, Spain,Rhone Red Blends,,2019
6725,Argiano Non Confunditur 2019,Tuscany, Italy,Tuscan Blends,,2019
6726,Charles Joguet Chinon Cuvee Terroir 2019,Chinon, Touraine, Loire, France,Cabernet Franc,,2019
6727,Septima Malbec 2020,Mendoza, Argentina,Malbec,,2020
6728,Frescobaldi Tenuta Perano Chianti Classico Riserva 2017,Chianti Classico, Chianti, Tuscany, Italy,Sangiovese,,2017
6729,Domaine Drouhin Vaudon Chablis Les Clos Grand Cru 2020,Chablis, Burgundy, France,Chardonnay,,2020
6730,Maximin Grunhaus MAXiMiN Riesling 2021,Mosel, Germany,Riesling,,2021
6731,Veramonte Sauvignon Blanc 2021,Casablanca Valley, Chile,Sauvignon Blanc,,2021
6732,Charles Smith Wines Velvet Devil Merlot 2019,Washington,Merlot,,2019
6733,Banfi La Pettegola Vermentino 2021,Tuscany, Italy,Vermentino,,2021
6734,Georg Breuer GB Sauvage Riesling Trocken 2020,Rheingau, Germany,Riesling,,2020
6735,Pio Cesare Il Bricco Barbaresco 2018,Barbaresco, Piedmont, Italy,Nebbiolo,,2018
6736,Antigal Uno Cabernet Sauvignon 2018,Mendoza, Argentina,Cabernet Sauvignon,,2018
6737,Santa Julia Plus Torrontes 2022,Mendoza, Argentina,Torrontes,,2022
6738,Bonterra Organically Grown Chardonnay 2020,California,Chardonnay,,2020
6739,Domaine des Lambrays Morey-St-Denis 2019,Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2019
6740,Domaine Maestracci Corse Calvi Clos Reginu Rouge 2020,Corsica, France,Other Red Blends,,2020
6741,Honig Sauvignon Blanc 2022,North Coast, California,Sauvignon Blanc,,2022
6742,Amici Olema Chardonnay 2021,California,Chardonnay,,2021
6743,Marques de Caceres Satinela Rioja Blanco 2021,Rioja, Spain,Viura,,2021
6744,Elderton E Series Chardonnay 2020,Barossa, South Australia, Australia,Chardonnay,,2020
6745,Frenzy Sauvignon Blanc 2022,New Zealand,Sauvignon Blanc,,2022
6746,The Hidden Sea Rose 2020,South Australia, Australia,RosÃ©,,2020
6747,Pertinace Barbaresco Nervo 2018,Barbaresco, Piedmont, Italy,Nebbiolo,,2018
6748,The Calling Patriarch Pinot Noir 2017,Sonoma Coast, Sonoma County, California,Pinot Noir,,2017
6749,Parcel 41 Merlot 2020,North Coast, California,Merlot,,2020
6750,Louis Jadot Meursault Charmes Premier Cru 2020,Meursault, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2020
6751,Pratsch Rotenpullen Gruner Veltliner 2021,Austria,Gruner Veltliner,,2021
6752,Marques de Riscal Arienzo Rioja Crianza 2018,Rioja, Spain,Tempranillo,,2018
6753,Burgess Topography Red Blend 2014,Napa Valley, California,Other Red Blends,,2014
6754,Rombauer California Zinfandel (375ML half-bottle) 2020,California,Zinfandel,,2020
6755,Tedeschi Valpolicella Lucchine 2018,Valpolicella, Veneto, Italy,Other Red Blends,,2018
6756,Tercos Malbec 2021,Mendoza, Argentina,Malbec,,2021
6757,Philippe Colin Chassagne-Montrachet Morgeot Premier Cru 2020,Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2020
6758,Tenuta delle Terre Nere Etna Rosso Calderara Sottana 2020,Sicily, Italy,Other Red Blends,,2020
6759,Pacific Rim Columbia Valley Riesling 2021,Columbia Valley, Washington,Riesling,,2021
6760,Chateau Minuty Prestige Rose 2021,Cotes de Provence, Provence, South of France, France,RosÃ©,,2021
6761,Albert Bichot Horizon de Bichot Chardonnay 2020,France,Chardonnay,,2020
6762,Vine Cliff Oakville Estate Cabernet Sauvignon 2013,Oakville, Napa Valley, California,Cabernet Sauvignon,,2013
6763,J. Lohr Tower Road Petite Sirah 2019,Paso Robles, Central Coast, California,Petite Sirah,,2019
6764,Arzuaga Crianza 2019,Ribera del Duero, Spain,Tempranillo,,2019
6765,Terroir Al Limit Pedra de Guix 2017,Priorat, Spain,Other White Blends,,2017
6766,Chateau Sainte Marguerite Rose 2021,Cotes de Provence, Provence, South of France, France,RosÃ©,,2021
6767,Lioco Sativa Carignan 2017,Mendocino, California,Carignan,,2017
6768,J. Lohr Arroyo Vista Vineyard Series Chardonnay 2020,Arroyo Seco, Monterey, Central Coast, California,Chardonnay,,2020
6769,La Celia Reserva Pinot Grigio 2021,Uco Valley, Mendoza, Argentina,Pinot Gris/Grigio,,2021
6770,Annabella Merlot 2020,California,Merlot,,2020
6771,Simple Life Rose 2020,California,RosÃ©,,2020
6772,Harken Barrel Fermented Chardonnay 2021,Arroyo Seco, Monterey, Central Coast, California,Chardonnay,,2021
6773,Angove Family Winemakers The Medhyk Shiraz 2016,McLaren Vale, South Australia, Australia,Syrah/Shiraz,,2016
6774,Leese-Fitch Merlot 2018,California,Merlot,,2018
6775,The Calling Searby Vineyard Chardonnay 2017,Russian River, Sonoma County, California,Chardonnay,,2017
6776,Tilia Merlot 2021,Mendoza, Argentina,Merlot,,2021
6777,Cousino Macul Finis Terrae 2015,Maipo Valley, Chile,Bordeaux Red Blends,,2015
6778,Stolpman Vineyards So Hot So Fresh Syrah 2019,Ballard Canyon, Santa Barbara, Central Coast, California,Syrah/Shiraz,,2019
6779,Domaine Antoine Jobard Meursault En La Barre 2018,Meursault, Cote de Beaune, Cote d'Or, Burgundy, France,Chardonnay,,2018
6780,Epoch Ingenuity Red Blend 2017,Willow Creek District, Paso Robles, Central Coast, California,Rhone Red Blends,,2017
6781,Joseph Swan Russian River Valley Cuvee de Trois Pinot Noir 2017,Russian River, Sonoma County, California,Pinot Noir,,2017
